Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,lat,lon
110095,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,TIFT,(229) 382-7120,Acute Care Hospitals,Government - Hospital District or Authority,True,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,31.5,-83.6
050017,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,CA,95819,SACRAMENTO,(916) 453-4453,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Above the national average,38.57,-121.44
271325,ST LUKE COMMUNITY HOSPITAL,107 6TH AVE SW,RONAN,MT,59864,LAKE,(406) 676-4441,Critical Access Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Not Available,Below the national average,Above the national average,Not Available,Above the national average,Same as the national average,47.5,-114.1
100307,ASCENSION ST VINCENT'S SOUTHSIDE,4201 BELFORT RD,JACKSONVILLE,FL,32216,DUVAL,(904) 296-3700,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,30.27,-81.58
260052,MERCY HOSPITAL WASHINGTON,901 EAST 5TH STREET,WASHINGTON,MO,63090,FRANKLIN,(636) 239-8000,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,38.5,-91.0
310115,HACKETTSTOWN MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,WARREN,(908) 852-5100,Acute Care Hospitals,Voluntary non-profit - Church,True,1,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,40.87,-74.84
261309,WRIGHT MEMORIAL HOSPITAL,191 IOWA BOULEVARD,TRENTON,MO,64683,GRUNDY,(660) 359-5621,Critical Access Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Not Available,Above the national average,Not Available,Same as the national average,Above the national average,Same as the national average,40.1,-93.6
010100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36532,BALDWIN,(251) 928-2375,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,30.5,-87.9
110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,DE KALB,(404) 686-8500,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Above the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,33.792,-84.323
450039,JPS HEALTH NETWORK,1500 S MAIN ST,FORT WORTH,TX,76104,TARRANT,(817) 921-3431,Acute Care Hospitals,Government - Hospital District or Authority,True,2,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,32.73,-97.32
250004,NORTH MISSISSIPPI MEDICAL CENTER,830 S GLOSTER STREET,TUPELO,MS,38801,LEE,(662) 377-6608,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Above the national average,34.23,-88.77
450108,CONNALLY MEMORIAL MEDICAL CENTER,499 10TH STREET,FLORESVILLE,TX,78114,WILSON,(830) 393-1300,Acute Care Hospitals,Government - Hospital District or Authority,True,4,Same as the national average,Not Available,Above the national average,Same as the national average,Same as the national average,Above the national average,Not Available,29.1,-98.2
450558,ABILENE REGIONAL MEDICAL CENTER,6250 HWY 83/84,ABILENE,TX,79606,TAYLOR,(325) 428-1000,Acute Care Hospitals,Proprietary,True,2,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,32.36,-99.83
440070,DECATUR COUNTY GENERAL HOSPITAL,969 TENNESSEE AVE S,PARSONS,TN,38363,DECATUR,(731) 847-3031,Acute Care Hospitals,Government - Local,True,3,Same as the national average,Not Available,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average,35.7,-88.1
531309,NORTH BIG HORN HOSPITAL DISTRICT,1115 LANE 12,LOVELL,WY,82431,BIG HORN,(307) 548-5200,Critical Access Hospitals,Government - Hospital District or Authority,True,4,Same as the national average,Not Available,Above the national average,Not Available,Same as the national average,Above the national average,Not Available,44.8,-108.2
010130,ST VINCENT'S ST CLAIR,7063 VETERANS PARKWAY,PELL CITY,AL,35125,ST. CLAIR,(205) 338-3301,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,Above the national average,Not Available,33.6,-86.3
361312,MERCY HEALTH - URBANA HOSPITAL,904 SCIOTO STREET,URBANA,OH,43078,CHAMPAIGN,(937) 653-5231,Critical Access Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,40.1,-83.8
450686,UNIVERSITY MEDICAL CENTER,602 INDIANA AVENUE,LUBBOCK,TX,79415,LUBBOCK,(806) 775-8200,Acute Care Hospitals,Government - Hospital District or Authority,True,2,Below the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Below the national average,33.7,-101.9
440183,ST FRANCIS HOSPITAL,5959 PARK AVE,MEMPHIS,TN,38119,SHELBY,(901) 765-1000,Acute Care Hospitals,Proprietary,True,3,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,35.08,-89.84
450015,PARKLAND HEALTH AND HOSPITAL SYSTEM,5200 HARRY HINES BLVD,DALLAS,TX,75235,DALLAS,(214) 590-8000,Acute Care Hospitals,Government - Hospital District or Authority,True,2,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,32.83,-96.85
490092,SOUTHAMPTON MEMORIAL HOSPITAL,100 FAIRVIEW DRIVE - PO BOX 817,FRANKLIN,VA,23851,FRANKLIN CITY,(757) 569-6100,Acute Care Hospitals,Proprietary,True,2,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,36.7,-77.0
190050,BEAUREGARD MEMORIAL HOSPITAL,600 S PINE STREET,DERIDDER,LA,70634,BEAUREGARD,(337) 462-7100,Acute Care Hospitals,Government - Hospital District or Authority,True,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,30.8,-93.2
390086,PENN HIGHLANDS DUBOIS,100 HOSPITAL AVENUE,DUBOIS,PA,15801,CLEARFIELD,(814) 371-2200,Acute Care Hospitals,Voluntary non-profit - Other,True,2,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,41.1,-78.7
220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,2135,SUFFOLK,(617) 789-3000,Acute Care Hospitals,Proprietary,True,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Below the national average,42.35,-71.15
240066,LAKEVIEW MEMORIAL HOSPITAL,927 WEST CHURCHILL STREET,STILLWATER,MN,55082,WASHINGTON,(651) 430-5330,Acute Care Hospitals,Voluntary non-profit - Private,True,5,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,45.1,-92.8
331314,SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,418 NORTH MAIN STREET,PENN YAN,NY,14527,YATES,(315) 787-4175,Critical Access Hospitals,Voluntary non-profit - Other,True,3,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average,Above the national average,Not Available,42.6,-77.1
141345,SALEM TOWNSHIP HOSPITAL,1201 RICKER DRIVE,SALEM,IL,62881,MARION,(618) 548-3194,Critical Access Hospitals,Government - Local,True,4,Same as the national average,Not Available,Same as the national average,Above the national average,Not Available,Not Available,Not Available,38.6,-88.9
210018,MEDSTAR MONTGOMERY MEDICAL CENTER,18101 PRINCE PHILIP DRIVE,OLNEY,MD,20832,MONTGOMERY,(301) 774-8882,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average,39.15,-77.08
381322,CURRY GENERAL HOSPITAL,94220 FOURTH STREET,GOLD BEACH,OR,97444,CURRY,(541) 247-3000,Critical Access Hospitals,Government - Hospital District or Authority,True,3,Same as the national average,Not Available,Above the national average,Same as the national average,Below the national average,Above the national average,Same as the national average,42.4,-124.3
140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,COOK,(773) 702-1000,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Above the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,41.78,-87.6
160153,MERCY MEDICAL CENTER-SIOUX CITY,801 5TH ST,SIOUX CITY,IA,51101,WOODBURY,(712) 279-2010,Acute Care Hospitals,Voluntary non-profit - Private,True,2,Same as the national average,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,42.49,-96.39
320033,LOS ALAMOS MEDICAL CENTER,3917 WEST ROAD,LOS ALAMOS,NM,87544,LOS ALAMOS,(505) 662-4201,Acute Care Hospitals,Proprietary,True,3,Same as the national average,Not Available,Same as the national average,Below the national average,Same as the national average,Above the national average,Not Available,35.9,-106.3
260050,MOSAIC MEDICAL CENTER - MARYVILLE,2016 SOUTH MAIN ST,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,Acute Care Hospitals,Voluntary non-profit - Church,True,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,40.3,-94.9
030130,BANNER IRONWOOD MEDICAL CENTER,37000 NORTH GANTZEL ROAD,QUEEN CREEK,AZ,85140,PINAL,(480) 394-4030,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,33.3,-111.5
310070,SAINT PETER'S UNIVERSITY HOSPITAL,254 EASTON AVE,NEW BRUNSWICK,NJ,8901,MIDDLESEX,(732) 745-8600,Acute Care Hospitals,Voluntary non-profit - Church,True,2,Above the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Not Available,40.48,-74.44
070020,MIDDLESEX HOSPITAL,28 CRESCENT ST,MIDDLETOWN,CT,6457,MIDDLESEX,(860) 344-6000,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Above the national average,41.5,-72.7
